id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35634067,D.P：逃兵追缉令 第二季,,https://dou.img.lithub.cc/movie/35634067.jpg,2023-07-28(韩国),https://movie.douban.com/subject/35634067/,8.5,"剧情,动作,犯罪",4,,,2023-09-18 21:53:59,2023 / 韩国 / 剧情 动作 犯罪 / 韩俊熙 / 丁海寅 具教焕
35028876,D.P：逃兵追缉令,,https://dou.img.lithub.cc/movie/35028876.jpg,2021-08-27(韩国),https://movie.douban.com/subject/35028876/,9.1,"剧情,动作,犯罪",4,,,2023-09-18 21:53:51,2021 / 韩国 / 剧情 动作 犯罪 / 韩俊熙 / 丁海寅 具教焕
26722100,又是吴海英,,https://dou.img.lithub.cc/movie/26722100.jpg,2016-05-02(韩国),https://movie.douban.com/subject/26722100/,8.3,"剧情,爱情,奇幻",4,,,2023-09-18 21:52:58,2016 / 韩国 / 剧情 爱情 奇幻 / 宋贤旭 / 徐玄振 文晸赫
35400242,社内相亲,,https://dou.img.lithub.cc/movie/35400242.jpg,2022-02-28(韩国),https://movie.douban.com/subject/35400242/,7.9,"喜剧,爱情",,,,2023-09-18 21:51:39,2022 / 韩国 / 喜剧 爱情 / 朴善浩 / 安孝燮 金世正
35441504,我们的蓝调,,https://dou.img.lithub.cc/movie/35441504.jpg,2022-04-09(韩国),https://movie.douban.com/subject/35441504/,8.8,剧情,5,,,2023-09-18 21:51:30,2022 / 韩国 / 剧情 / 金奎泰 / 李炳宪 申敏儿
35524446,非常律师禹英禑,,https://dou.img.lithub.cc/movie/35524446.jpg,2022-06-29(韩国),https://movie.douban.com/subject/35524446/,8.8,"剧情,喜剧",5,,,2023-09-18 21:50:55,2022 / 韩国 / 剧情 喜剧 / 刘仁值 / 朴恩斌 姜泰伍
35322421,我的解放日志,,https://dou.img.lithub.cc/movie/35322421.jpg,2022-04-09(韩国),https://movie.douban.com/subject/35322421/,9,剧情,5,,,2023-09-18 21:50:16,2022 / 韩国 / 剧情 / 金锡允 / 李民基 金智媛
30129753,费雪小姐和泪之穴,,https://dou.img.lithub.cc/movie/30129753.jpg,2020-02-27(澳大利亚),https://movie.douban.com/subject/30129753/,6,悬疑,3,主要奔着费雪和探长来的,,2023-07-22 13:19:05,2020 / 澳大利亚 / 悬疑 / Tony Tilse / 埃茜·戴维斯 内森·佩吉
26386974,费雪小姐探案集 第三季,,https://dou.img.lithub.cc/movie/26386974.jpg,2015-05-08(澳大利亚),https://movie.douban.com/subject/26386974/,8.7,"悬疑,犯罪",4,上一季的结尾费雪小姐和 jack 已经发展倒晚上约会了，这季继续暧昧。探长的吃醋和费雪的吃醋说明俩人是有发展的。最后一集费雪离开时 jack 说：“我总担心有个男人会把你从我身边带走，但我没想到这个男人会是你父亲。”他说了「从我身边」哦！这种关系绝对是一种默契，我怀疑他们在一起了，可是应该不是那种「做我女朋友吧」的明确界限,,2023-07-22 13:17:09,2015 / 澳大利亚 / 悬疑 犯罪 / 托尼·蒂尔斯 / 埃茜·戴维斯 内森·佩吉
25722091,费雪小姐探案集 第二季,,https://dou.img.lithub.cc/movie/25722091.jpg,2013-09-06(澳大利亚),https://movie.douban.com/subject/25722091/,8.7,"剧情,悬疑,犯罪",4,探长太迷人了,,2023-07-22 13:11:23,2013 / 澳大利亚 / 剧情 悬疑 犯罪 / 托尼·蒂尔斯 Declan Eames Sian Davies Catherine Millar / 埃茜·戴维斯 Nathan Page
10526060,费雪小姐探案集 第一季,,https://dou.img.lithub.cc/movie/10526060.jpg,2012-02-24(澳大利亚),https://movie.douban.com/subject/10526060/,8.4,"悬疑,犯罪",4,,,2023-07-22 13:08:43,2012 / 澳大利亚 / 悬疑 犯罪 / 大卫·凯撒 / 埃茜·戴维斯 内森·佩吉
6536180,黑暗面,,https://dou.img.lithub.cc/movie/6536180.jpg,2011-09-16(西班牙),https://movie.douban.com/subject/6536180/,8.1,"剧情,悬疑,惊悚",4,,,2023-07-15 20:33:28,2011 / 哥伦比亚 西班牙 / 剧情 悬疑 惊悚 / 安德烈斯·拜斯 / 基姆·古铁雷斯 克拉拉·拉戈
26844438,怪奇物语 第二季,,https://dou.img.lithub.cc/movie/26844438.jpg,2017-10-27(美国),https://movie.douban.com/subject/26844438/,8.9,"剧情,恐怖,奇幻",4,,,2023-07-09 00:13:00,2017 / 美国 / 剧情 恐怖 奇幻 / 马特·达菲 罗斯·达菲 肖恩·利维 安德鲁·斯坦顿 丽贝卡·托马斯 / 米莉·波比·布朗 薇诺娜·瑞德
26359270,怪奇物语 第一季,,https://dou.img.lithub.cc/movie/26359270.jpg,2016-07-15(美国),https://movie.douban.com/subject/26359270/,9.1,"剧情,恐怖,奇幻",5,,,2023-07-09 00:12:51,2016 / 美国 / 剧情 恐怖 奇幻 / 肖恩·利维 马特·达菲 罗斯·达菲 / 米莉·波比·布朗 薇诺娜·瑞德
26842702,燃烧,,https://dou.img.lithub.cc/movie/26842702.jpg,2018-05-16(戛纳电影节),https://movie.douban.com/subject/26842702/,8.1,"剧情,悬疑,犯罪",,,,2023-06-30 17:57:48,2018 / 韩国 / 剧情 悬疑 犯罪 / 李沧东 / 刘亚仁 史蒂文·元
36168684,我的错误,,https://dou.img.lithub.cc/movie/36168684.jpg,2023-05-08(西班牙),https://movie.douban.com/subject/36168684/,7.3,"剧情,爱情",4,,,2023-06-24 06:40:54,2023 / 西班牙 / 剧情 爱情 / 多明戈·冈萨雷斯 / 妮可·华莱士 加布里埃尔·格瓦拉
26140405,爱的成人式,,https://dou.img.lithub.cc/movie/26140405.jpg,2015-05-23(日本),https://movie.douban.com/subject/26140405/,7.7,"剧情,爱情,悬疑",5,,,2023-06-23 01:29:51,2015 / 日本 / 剧情 爱情 悬疑 / 堤幸彦 / 松田翔太 前田敦子
35049544,机智医生生活 第二季,,https://dou.img.lithub.cc/movie/35049544.jpg,2021-06-17(韩国),https://movie.douban.com/subject/35049544/,9.5,剧情,5,,,2022-02-16 19:32:14,2021 / 韩国 / 剧情 / 申元浩 / 曹政奭 柳演锡
33464863,机智医生生活,,https://dou.img.lithub.cc/movie/33464863.jpg,2020-03-12(韩国),https://movie.douban.com/subject/33464863/,9.5,剧情,5,,,2022-02-16 19:32:06,2020 / 韩国 / 剧情 / 申元浩 / 曹政奭 柳演锡
27070655,德雷尔一家 第三季,,https://dou.img.lithub.cc/movie/27070655.jpg,2018-03-18(英國),https://movie.douban.com/subject/27070655/,9.4,"剧情,传记",,,,2022-01-25 15:39:02,2018 / 英国 / 剧情 传记 / 罗杰·戈比 / 凯莉·霍威 乔什·奥康纳
26800981,德雷尔一家 第二季,,https://dou.img.lithub.cc/movie/26800981.jpg,2017-04-23(英国),https://movie.douban.com/subject/26800981/,9.4,"剧情,传记",,,,2022-01-25 15:38:55,2017 / 英国 / 剧情 传记 / 斯蒂夫·巴伦 爱德华·霍尔 / 凯莉·霍威 乔什·奥康纳
26594369,德雷尔一家 第一季,,https://dou.img.lithub.cc/movie/26594369.jpg,2016-04-03(英国),https://movie.douban.com/subject/26594369/,9.1,"剧情,传记",,,,2022-01-25 15:38:48,2016 / 英国 / 剧情 传记 / 斯蒂夫·巴伦 罗杰·戈比 / 凯莉·霍威 乔什·奥康纳
34867871,英雄联盟：双城之战 第一季,,https://dou.img.lithub.cc/movie/34867871.jpg,2021-11-07(中国大陆),https://movie.douban.com/subject/34867871/,9,"动作,科幻,动画",5,电影级别的，画质，构图，剧情冲突都非常非常棒！,英雄联盟,2021-11-21 12:53:15,2021 / 美国 法国 / 动作 科幻 动画 冒险 / 帕斯卡尔·沙吕 阿诺德·德洛德 杰罗姆·科姆 / 艾拉·珀内尔 海莉·斯坦菲尔德
2300586,这个男人来自地球,,https://dou.img.lithub.cc/movie/2300586.jpg,2007-11-13(美国),https://movie.douban.com/subject/2300586/,8.5,"剧情,科幻",,,科幻,2021-10-26 21:56:50,2007 / 美国 / 剧情 科幻 / 理查德·沙因克曼 / 大卫·李·史密斯 托尼·托德
21324900,降临,,https://dou.img.lithub.cc/movie/21324900.jpg,2017-01-20(中国大陆),https://movie.douban.com/subject/21324900/,7.8,"剧情,科幻",,,科幻,2021-10-22 16:16:14,2016 / 美国 加拿大 / 剧情 科幻 / 丹尼斯·维伦纽瓦 / 艾米·亚当斯 杰瑞米·雷纳
25932086,我是谁：没有绝对安全的系统,,https://dou.img.lithub.cc/movie/25932086.jpg,2014-09-25(德国),https://movie.douban.com/subject/25932086/,8.2,"悬疑,惊悚,犯罪",,,"悬疑,惊悚,犯罪",2021-10-22 16:15:30,2014 / 德国 / 悬疑 惊悚 犯罪 / 巴伦·博·欧达尔 / 汤姆·希林 埃利亚斯·穆巴里克
26862270,一年生,,https://dou.img.lithub.cc/movie/26862270.jpg,2016-08-20(泰国),https://movie.douban.com/subject/26862270/,8.8,"剧情,爱情,同性",,,"同性,泰剧,爱情",2021-10-22 16:14:12,2016 / 泰国 / 剧情 爱情 同性 / ผดุง สมาจาร / 皮拉瓦·山坡提拉 巴拉奇亚·鲁洛
26811832,羞耻 第三季,,https://dou.img.lithub.cc/movie/26811832.jpg,2016-10-07(挪威),https://movie.douban.com/subject/26811832/,9.6,"剧情,爱情,同性",,,skam,2021-10-22 16:13:36,2016 / 挪威 / 剧情 爱情 同性 / 尤莉娅·安德姆 / 塔利亚·桑德维克·莫尔 亨利克·霍尔姆
26811831,羞耻 第一季,,https://dou.img.lithub.cc/movie/26811831.jpg,2015-09-25(挪威),https://movie.douban.com/subject/26811831/,8.7,"剧情,爱情",,,skam,2021-10-22 16:13:08,2015 / 挪威 / 剧情 爱情 / 尤莉娅·安德姆 / 丽莎·泰格 约瑟芬·弗里达·佩特森
26910854,羞耻 第二季,,https://dou.img.lithub.cc/movie/26910854.jpg,2016-03-04(挪威),https://movie.douban.com/subject/26910854/,8.9,"剧情,爱情",,,skam,2021-10-22 16:12:54,2016 / 挪威 / 剧情 爱情 / 尤莉娅·安德姆 / 约瑟芬·弗里达·佩特森 托马斯·海耶斯
27012497,羞耻 第四季,,https://dou.img.lithub.cc/movie/27012497.jpg,2017-04-10(挪威),https://movie.douban.com/subject/27012497/,9.5,"剧情,爱情",,,skam,2021-10-22 16:12:32,2017 / 挪威 / 剧情 爱情 / 尤莉娅·安德姆 / 伊曼·迈基尼 约瑟芬·弗里达·佩特森
27031389,去他*的世界 第一季,,https://dou.img.lithub.cc/movie/27031389.jpg,2017-10-24(英国),https://movie.douban.com/subject/27031389/,9.1,"剧情,喜剧,爱情",,,"犯罪,青春,剧情",2021-10-22 16:12:11,2017 / 英国 / 剧情 喜剧 爱情 犯罪 / 乔纳森·恩特威斯尔 露西·彻尼亚克 / 杰西卡·巴登 埃里克斯·劳瑟
20514845,肥瑞的疯狂日记 第一季,,https://dou.img.lithub.cc/movie/20514845.jpg,2013-01-14,https://movie.douban.com/subject/20514845/,8.8,"剧情,喜剧",,,"喜剧,剧情",2021-10-22 16:11:44,2013 / 英国 / 剧情 喜剧 / 蒂姆·柯比 Benjamin Caron / 莎朗·鲁妮 朱迪·科默
1308819,BJ单身日记2：理性边缘,,https://dou.img.lithub.cc/movie/1308819.jpg,2004-11-12(美国),https://movie.douban.com/subject/1308819/,7.3,"喜剧,爱情",,,"爱情,喜剧",2021-10-22 16:11:11,2004 / 英国 法国 德国 爱尔兰 美国 / 喜剧 爱情 / 比班·基德龙 / 蕾妮·齐薇格 科林·费尔斯
1304585,BJ单身日记,,https://dou.img.lithub.cc/movie/1304585.jpg,2001-04-04(英国),https://movie.douban.com/subject/1304585/,7.5,"喜剧,爱情",,,"爱情,喜剧",2021-10-22 16:10:53,2001 / 英国 法国 美国 爱尔兰 / 喜剧 爱情 / 莎伦·马奎尔 / 蕾妮·齐薇格 科林·费尔斯
3205624,社交网络,,https://dou.img.lithub.cc/movie/3205624.jpg,2010-09-24(纽约电影节),https://movie.douban.com/subject/3205624/,8.2,"剧情,传记",,,"剧情,传记,Facebook",2021-10-22 16:10:05,2010 / 美国 / 剧情 传记 / 大卫·芬奇 / 杰西·艾森伯格 安德鲁·加菲尔德
1306029,美丽心灵,,https://dou.img.lithub.cc/movie/1306029.jpg,2001-12-13(加州首映),https://movie.douban.com/subject/1306029/,9.1,"剧情,传记",,,"剧情,传记",2021-10-22 16:09:46,2001 / 美国 / 剧情 传记 / 朗·霍华德 / 罗素·克劳 艾德·哈里斯
4023638,国王的演讲,,https://dou.img.lithub.cc/movie/4023638.jpg,2012-02-24(中国大陆),https://movie.douban.com/subject/4023638/,8.4,"剧情,传记,历史",,,"科林,剧情",2021-10-22 16:09:21,2010 / 美国 英国 / 剧情 传记 历史 / 汤姆·霍伯 / 科林·费尔斯 杰弗里·拉什
3072124,玛丽和马克思,,https://dou.img.lithub.cc/movie/3072124.jpg,2009-01-15(圣丹斯电影节),https://movie.douban.com/subject/3072124/,9,"剧情,喜剧,动画",,,"喜剧,动画,剧情",2021-10-22 16:08:43,2009 / 澳大利亚 美国 / 剧情 喜剧 动画 / 亚当·艾略特 / 托妮·科莱特 菲利普·塞默·霍夫曼
26685451,流浪猫鲍勃,,https://dou.img.lithub.cc/movie/26685451.jpg,2018-11-02(中国大陆),https://movie.douban.com/subject/26685451/,7.9,"剧情,喜剧,传记",,,"猫,喜剧",2021-10-22 16:07:49,2016 / 英国 / 剧情 喜剧 传记 / 罗杰·斯波蒂斯伍德 / 卢克·崔德威 猫鲍勃
1291990,爱在日落黄昏时,,https://dou.img.lithub.cc/movie/1291990.jpg,2004-02-10(柏林电影节),https://movie.douban.com/subject/1291990/,8.9,"剧情,爱情",,,爱情,2021-10-22 16:06:54,2004 / 美国 法国 / 剧情 爱情 / 理查德·林克莱特 / 伊桑·霍克 朱莉·德尔佩
1309101,查理和巧克力工厂,,https://dou.img.lithub.cc/movie/1309101.jpg,2005-07-15(美国),https://movie.douban.com/subject/1309101/,8.3,"喜剧,奇幻,冒险",,,"喜剧,奇幻,冒险",2021-10-22 16:05:36,2005 / 美国 英国 澳大利亚 / 喜剧 奇幻 冒险 / 蒂姆·波顿 / 约翰尼·德普 弗莱迪·海默
1291585,风之谷,,https://dou.img.lithub.cc/movie/1291585.jpg,1992-05(中国大陆),https://movie.douban.com/subject/1291585/,8.9,"动画,奇幻,冒险",,,"动画,奇幻,冒险",2021-10-22 16:05:23,1984 / 日本 / 动画 奇幻 冒险 / 宫崎骏 / 岛本须美 松田洋治
1291560,龙猫,,https://dou.img.lithub.cc/movie/1291560.jpg,2018-12-14(中国大陆),https://movie.douban.com/subject/1291560/,9.2,"动画,奇幻,冒险",,,"宫崎骏,动画,奇幻,冒险",2021-10-22 16:05:04,1988 / 日本 / 动画 奇幻 冒险 / 宫崎骏 / 日高范子 坂本千夏
1959877,崖上的波妞,,https://dou.img.lithub.cc/movie/1959877.jpg,2020-12-31(中国大陆),https://movie.douban.com/subject/1959877/,8.6,"动画,奇幻,冒险",,,"动画,奇幻,冒险,宫崎骏",2021-10-22 16:04:45,2008 / 日本 / 动画 奇幻 冒险 / 宫崎骏 / 神月柚莉爱 土井洋辉
1863766,魔发奇缘,,https://dou.img.lithub.cc/movie/1863766.jpg,2011-02-03(中国台湾),https://movie.douban.com/subject/1863766/,8.3,"喜剧,动画,冒险",,,"喜剧,动画,冒险",2021-10-22 16:04:15,2010 / 美国 / 喜剧 动画 冒险 / 内森·格雷诺 拜伦·霍华德 / 曼迪·摩尔 扎克瑞·莱维
4202982,冰雪奇缘,,https://dou.img.lithub.cc/movie/4202982.jpg,2014-02-05(中国大陆),https://movie.douban.com/subject/4202982/,8.5,"喜剧,动画,歌舞",,,"喜剧,动画,奇幻,歌舞",2021-10-22 16:03:57,2013 / 美国 / 喜剧 动画 歌舞 奇幻 / 克里斯·巴克 珍妮弗·李 / 克里斯汀·贝尔 伊迪娜·门泽尔
1291578,冰川时代,,https://dou.img.lithub.cc/movie/1291578.jpg,2002-03-15(美国),https://movie.douban.com/subject/1291578/,8.6,"喜剧,动画,冒险",,,"喜剧,动画,冒险",2021-10-22 16:03:16,2002 / 美国 / 喜剧 动画 冒险 / 卡洛斯·沙尔丹哈 克里斯·韦奇 / 雷·罗马诺 约翰·雷吉扎莫
2353023,驯龙高手,,https://dou.img.lithub.cc/movie/2353023.jpg,2010-05-14(中国大陆),https://movie.douban.com/subject/2353023/,8.8,"动画,奇幻,冒险",,,"冒险,动画,奇幻",2021-10-22 16:02:56,2010 / 美国 / 动画 奇幻 冒险 / 迪恩·德布洛斯 克里斯·桑德斯 / 杰伊·巴鲁切尔 杰拉德·巴特勒
3287562,神偷奶爸,,https://dou.img.lithub.cc/movie/3287562.jpg,2010-06-20(莫斯科电影节),https://movie.douban.com/subject/3287562/,8.7,"喜剧,动画,冒险",,,"喜剧,动画,冒险",2021-10-22 16:02:35,2010 / 美国 法国 / 喜剧 动画 冒险 / 皮埃尔·柯芬 克里斯·雷纳德 / 史蒂夫·卡瑞尔 杰森·席格尔
4202302,借东西的小人阿莉埃蒂,,https://dou.img.lithub.cc/movie/4202302.jpg,2010-07-17(日本),https://movie.douban.com/subject/4202302/,8.9,"动画,奇幻,冒险",,,"宫崎骏,奇幻,冒险,动画",2021-10-22 16:01:49,2010 / 日本 / 动画 奇幻 冒险 / 米林宏昌 / 志田未来 神木隆之介
1308807,哈尔的移动城堡,,https://dou.img.lithub.cc/movie/1308807.jpg,2024-04-30(中国大陆),https://movie.douban.com/subject/1308807/,9.1,"爱情,动画,奇幻",,,"奇幻,冒险,动画",2021-10-22 16:01:00,2004 / 日本 / 爱情 动画 奇幻 冒险 / 宫崎骏 / 倍赏千惠子 木村拓哉
1297359,幽灵公主,,https://dou.img.lithub.cc/movie/1297359.jpg,1997-07-12(日本),https://movie.douban.com/subject/1297359/,8.9,"动画,奇幻,冒险",,,"奇幻,动画,冒险",2021-10-22 16:00:37,1997 / 日本 / 动画 奇幻 冒险 / 宫崎骏 / 松田洋治 石田百合子
1304970,猫的报恩,,https://dou.img.lithub.cc/movie/1304970.jpg,2002-07-19(日本),https://movie.douban.com/subject/1304970/,8.2,"喜剧,动画,奇幻",,,"动画,奇幻",2021-10-22 16:00:17,2002 / 日本 / 喜剧 动画 奇幻 冒险 / 森田宏幸 / 池胁千鹤 袴田吉彦
1291583,天空之城,,https://dou.img.lithub.cc/movie/1291583.jpg,1992-05-01(中国大陆),https://movie.douban.com/subject/1291583/,9.2,"动画,奇幻,冒险",,,"奇幻,冒险,动漫,宫崎峻",2021-10-22 15:59:54,1986 / 日本 / 动画 奇幻 冒险 / 宫崎骏 / 田中真弓 横泽启子
1291545,大鱼,,https://dou.img.lithub.cc/movie/1291545.jpg,2003-12-04(纽约首映),https://movie.douban.com/subject/1291545/,8.8,"剧情,爱情,奇幻",,,"奇幻,冒险",2021-10-22 15:59:33,2003 / 美国 / 剧情 爱情 奇幻 冒险 / 蒂姆·波顿 / 伊万·麦克格雷格 阿尔伯特·芬尼
25900945,美女与野兽,,https://dou.img.lithub.cc/movie/25900945.jpg,2017-03-17(中国大陆),https://movie.douban.com/subject/25900945/,7.1,"爱情,歌舞,奇幻",,,"奇幻,爱情,歌舞",2021-10-22 15:59:14,2017 / 美国 / 爱情 歌舞 奇幻 / 比尔·康顿 / 艾玛·沃森 丹·史蒂文斯
